Ngày giao,Mã giao dịch,Mã thuê bao,Dịch vụ,Người thực hiện,MW001114157,Ngày hoàn công,Nội dung vướng mắc,,,,,
02/07/2026 14:40,VNP-LD/00075009,tspth10298,Fiber,Đoàn Hải Hà,Đã hoàn công,06/07/2026 09:28,VTT thực hiện,,,,,
02/07/2026 14:42,VNP-TL/00066859,MW000388235,Megawan NT,Nguyễn Duy Thành,Đã hoàn công,03/07/2026 07:43,,,,,,
02/07/2026 15:42,VNP-LD/00075011,mnk0012no,Metronet LT,Nguyễn Duy Thành,Đã hoàn công,03/07/2026 09:48,đã báo các đơn vị,,,,,
02/07/2026 15:43,VNP-TL/00066862,MW000386269,Megawan LT,Nguyễn Duy Thành,Đã hoàn công,03/07/2026 13:40,đã báo các đơn vị,,,,,
02/07/2026 16:14,51407,,Fiber,Đăng Văn Minh,Đã hoàn công,07/07/2026 16:01,Đã chuyển yêu cầu đến VTT,Đã mail cảnh báo lần 1 - 06/07/2026 16:14,,,,
02/07/2026 16:21,51414,,Fiber,Đoàn Hải Hà,Đã hoàn công,06/07/2026 14:29,Gửi VTT KS,,,,,
02/07/2026 16:21,51413,,Fiber,Đoàn Hải Hà,Đã hoàn công,06/07/2026 14:33,Gửi VTT KS,,,,,
02/07/2026 16:21,51411,,Fiber,Đoàn Hải Hà,Đã hoàn công,06/07/2026 14:33,Gửi VTT KS,,,,,
02/07/2026 16:28,HNI-DV/02121942,MW001303281,Megawan LT,Đoàn Hải Hà,Đã hoàn công,03/07/2026 08:02,SOC/VTT thực hiện,,,,,
02/07/2026 16:29,VNP-TL/00066863,mwk000r3y,Megawan LT,Đào Anh Vũ,Đã hoàn công,03/07/2026 10:22,Chuyển VTT thực hiện,,,,,
02/07/2026 16:30,51415,,Megawan LT,Đào Anh Vũ,Đã hoàn công,09/07/2026 07:51,Chuyển VTT thực hiện,Đã mail cảnh báo lần 2 - 07/07/2026 17:14,,,,
02/07/2026 16:32,51419,,Fiber,Đăng Văn Minh,Đã hoàn công,07/07/2026 16:07,Đã chuyển yêu cầu đến VTT,Đã mail cảnh báo lần 1 - 06/07/2026 17:14,,,,
02/07/2026 16:38,51426,,Megawan LT,Lê Đức Vinh,Đã hoàn công,06/07/2026 16:29,Đã chuyển VTT,,,,,
02/07/2026 16:39,VNP-DV/00013507,M171017,Megawan LT,Nguyễn Duy Thành,Đã hoàn công,06/07/2026 09:32,đã báo các đơn vị,,,,,
02/07/2026 16:41,VNP-LD/00075016,mnk0012o2,Metronet NT,Vũ Thế Ninh,Đã hoàn công,06/07/2026 08:58,Đã báo đơn vị thi công,,,,,
02/07/2026 16:41,51422,,Megawan LT,Vũ Thế Ninh,Đã hoàn công,03/07/2026 10:44,,,,,,
02/07/2026 16:41,VNP-DC/00015839,BKN2896,Metronet NT,Vũ Thế Ninh,Đã hoàn công,17/07/2026 15:18,KH chưa xong hạ tầng,Đã mail cảnh báo lần 3 - 09/07/2026 17:14,,,,
02/07/2026 16:42,VNP-TL/00066864,MW001081632,Megawan NT,Đoàn Hải Hà,Đã hoàn công,03/07/2026 08:05,VTT thực hiện,,,,,
02/07/2026 16:43,VNP-TL/00066865,MW001279404,Megawan NT,Đoàn Hải Hà,Đã hoàn công,03/07/2026 08:11,VTT thực hiện,,,,,
03/07/2026 08:33,VNP-DV/00013512,M171029,Megawan LT,Lê Đức Vinh,Đã hoàn công,06/07/2026 08:18,Đã chuyển VTT,,,,,
03/07/2026 08:33,VNP-DV/00013511,M171030,Megawan LT,Lê Đức Vinh,Đã hoàn công,06/07/2026 08:18,Đã chuyển VTT,,,,,
03/07/2026 08:34,VNP-DV/00013519,M171006,Megawan LT,Đào Anh Vũ,Đã hoàn công,06/07/2026 11:05,Chuyển SOC/VTT thực hiện,,,,,
03/07/2026 08:35,VNP-DV/00013514,M171024,Megawan LT,Đoàn Hải Hà,Đã hoàn công,06/07/2026 14:48,Báo SOC/VTT tạm ngưng,,,,,
03/07/2026 08:36,VNP-DC/00015840,MW000004381,Megawan LT,Nguyễn Duy Thành,Đã hoàn công,06/07/2026 08:14,đã báo các đơn vị,,,,,
03/07/2026 08:36,VNP-DV/00013516,M171016,Megawan LT,Nguyễn Duy Thành,Đã hoàn công,03/07/2026 13:43,đã báo các đơn vị,,,,,
03/07/2026 08:36,VNP-DV/00013513,M171028,Megawan LT,Nguyễn Duy Thành,Đã hoàn công,06/07/2026 07:48,đã báo các đơn vị,,,,,
03/07/2026 08:37,VNP-DV/00013518,M171011,Megawan LT,Vũ Thế Ninh,Đã hoàn công,03/07/2026 10:46,Phiếu lỗi k giao được tỉnh SOC 1 thoái trả,,,,,
03/07/2026 08:37,VNP-DV/00013517,M171014,Megawan LT,Vũ Thế Ninh,Đã hoàn công,06/07/2026 08:58,Đã báo đơn vị thi công,,,,,
03/07/2026 08:37,VNP-DV/00013515,M171022,Megawan LT,Vũ Thế Ninh,Đã hoàn công,06/07/2026 08:58,Đã báo đơn vị thi công,,,,,
03/07/2026 08:39,51436,,Megawan LT,Lê Đức Vinh,Đã hoàn công,06/07/2026 08:49,VTT: Gọi khảo sát khách không nghe máy nhiều lần đã báo AS Cường cho số liên hệ khác ,,,,,
03/07/2026 08:40,VNP-LD/00075031,mwk000rmw,Megawan NT,Lê Đức Vinh,Đã hoàn công,06/07/2026 08:44,Lỗi phiếu: Giao sai địa bàn nên tổ địa bàn không thấy phiếu để thi công đã báo AS Cường đẩy lại phiếu ,,,,,
03/07/2026 08:45,VNP-TL/00066868,MW000387384,Metronet NT,Đoàn Hải Hà,Đã hoàn công,03/07/2026 09:46,VTT thực hiện thanh lý,,,,,
03/07/2026 08:45,VNP-TL/00066869,MW000387377,Metronet NT,Đoàn Hải Hà,Đã hoàn công,03/07/2026 14:27,"Phiếu thoái trả, AS Hòa báo nhầm kênh",,,,,
03/07/2026 08:46,VNP-TL/00066867,MW000386610,Metronet NT,Nguyễn Duy Thành,Đã hoàn công,03/07/2026 10:08,"Lỗi phiếu_AS Hòa báo k/h báo cắt nhầm, yêu cầu THA trả phiếu",,,,,
03/07/2026 08:46,VNP-TL/00066866,MW000386611,Metronet NT,Nguyễn Duy Thành,Đã hoàn công,03/07/2026 10:08,"Lỗi phiếu_AS Hòa báo k/h báo cắt nhầm, yêu cầu THA trả phiếu",,,,,
03/07/2026 09:26,VNP-DC/00015843,cmcghntongcuc5hni,Fiber,Đăng Văn Minh,Đã hoàn công,08/07/2026 14:25,"Đã thi công, bàn giao kênh cho khách hàng, phiếu đang lỗi chưa hoàn công được",Đã mail cảnh báo lần 2 - 08/07/2026 10:14,,,,
03/07/2026 09:28,V06/LD/260703/02758,dia000rok,Internet trực tiếp,Đào Anh Vũ,Đã hoàn công,09/07/2026 07:51,"Chuyển SOC/VTT thực hiện, chờ cáp nội bộ",Đã mail cảnh báo lần 2 - 08/07/2026 10:14,,,,
03/07/2026 09:57,51447,,Fiber,Ngô Thị Minh Phương,Đã hoàn công,03/07/2026 17:48,LH với đơn vị để thực hiện kt  0917363559,,,,,
03/07/2026 10:09,VNP-TL/00066879,cmc-ghn-tienhung.hni,Fiber,Đăng Văn Minh,Đã hoàn công,06/07/2026 08:18,Đã chuyển yêu cầu đến VTT,,,,,
03/07/2026 10:10,VNP-LD/00074230,vcm2cjd,Fiber,Ngô Thị Minh Phương,Đã hoàn công,03/07/2026 17:48,LH với đơn vị để thực hiện kt 0912804848 +0944240222 thoái trả Khách hàng chưa xây dựng xong cửa hàng không thi công được sẽ liên hệ lại sau,,,,,
03/07/2026 10:13,VNP-TD/00096307,DI000003434,Internet trực tiếp,Vũ Thế Ninh,Đã hoàn công,06/07/2026 08:58,Đã báo đơn vị thi công,,,,,
03/07/2026 10:14,VNP-LD/00074230,vcm2ckw,Fiber,Lê Đức Vinh,Đã hoàn công,06/07/2026 08:18,Đã chuyển VTT,,,,,
03/07/2026 10:15,VNP-LD/00074230,vcm2cjs,Fiber,Lê Đức Vinh,Đã hoàn công,06/07/2026 08:56,VTT thoái trả hiện tại địa chỉ lắp đặt chưa có điện để bàn giao kênh,,,,,
03/07/2026 10:15,VNP-TD/00096306,fbr00gg5r,Fiber,Đăng Văn Minh,Đã hoàn công,06/07/2026 08:19,Đã chuyển yêu cầu đến VTT,,,,,
03/07/2026 10:34,VNP-LD/00075048,vcm2chk,Fiber,Ngô Thị Minh Phương,Đã hoàn công,06/07/2026 08:31,LH với đơn vị để thực hiện kt 0944904999 +	0912497999,,,,,
03/07/2026 10:34,VNP-LD/00074705,vcm2ckm,Fiber,Ngô Thị Minh Phương,Đã hoàn công,06/07/2026 08:32,LH với đơn vị để thực hiện kt 0888068111 +0912838025 thoái trả do hạ tầng kh chưa xong,,,,,
03/07/2026 10:46,VNP-LD/00075051,fbr00h9tv,Fiber,Đăng Văn Minh,Đã hoàn công,06/07/2026 08:19,Đã chuyển yêu cầu đến VTT,,,,,
03/07/2026 10:47,VNP-LD/00075044,mnk0012rn,Metronet NT,Nguyễn Duy Thành,Đã hoàn công,06/07/2026 07:39,đã báo các đơn vị,,,,,
03/07/2026 10:48,VNP-LD/00075052,fbr00ha09,Fiber,Đăng Văn Minh,Đã hoàn công,06/07/2026 08:19,Đã chuyển yêu cầu đến VTT,,,,,
03/07/2026 10:57,51451,,Fiber,Đăng Văn Minh,Đã hoàn công,08/07/2026 15:58,Đã chuyển yêu cầu đến VTT,Đã mail cảnh báo lần 2 - 08/07/2026 11:14,,,,
03/07/2026 10:58,VNP-TL/00066880,MW000286957,Metronet NT,Nguyễn Duy Thành,Đã hoàn công,03/07/2026 14:24,đã báo các đơn vị,,,,,
03/07/2026 10:59,VNP-LD/00075054,fbr00ha1r,Fiber,Ngô Thị Minh Phương,Đã hoàn công,06/07/2026 08:32,LH với đơn vị để thực hiện kt 0912453279 +  0912771775,,,,,
03/07/2026 11:12,VNP-LD/00075055,fbr00ha4h,Fiber,Ngô Thị Minh Phương,Đã hoàn công,06/07/2026 08:32,LH với đơn vị để thực hiện  0913352123 +  0948997222,,,,,
03/07/2026 13:57,VNP-KP/00001029,MW000387384,Metronet NT,Đoàn Hải Hà,Đã hoàn công,06/07/2026 08:14,VTT thực hiện,,,,,
03/07/2026 14:03,VNP-LD/00075064,cmcghnhatecohni,Fiber,Đăng Văn Minh,Đã hoàn công,08/07/2026 14:32,"Hạ tầng đối tác_Chờ thủ tục cáp tòa nhà_Thoái trả phiếu di: Tòa nhà XHH Đông Dường, yêu cầu cung cấp hợp đồng, đã báo AS Vy, vi báo CMC làm việc với khách hàng đầu cuối để phối hợp với XHH Đông Dương",Đã mail cảnh báo lần 2 - 08/07/2026 14:14,,,,
03/07/2026 14:05,VNP-LD/00074447,mnk0011et,Metronet LT,Đào Anh Vũ,Đã hoàn công,14/07/2026 10:06,"Chuyển SOC/VTT thực hiện , Chờ đầu xa thi công",Đã mail cảnh báo lần 3 - 10/07/2026 14:14,,,,
03/07/2026 14:09,HCM-TD/00932256,DI001067718,Internet trực tiếp,Nguyễn Duy Thành,Đã hoàn công,03/07/2026 15:14,,,,,,
03/07/2026 14:10,51454,,Internet trực tiếp,Đào Anh Vũ,Đã hoàn công,09/07/2026 07:57,Chuyển VTT thực hiện,Đã mail cảnh báo lần 2 - 08/07/2026 14:14,,,,
03/07/2026 14:59,VNP-DC/00015846,cmcghndt302vpc,Fiber,Đăng Văn Minh,Đã hoàn công,09/07/2026 14:34,"Khách hàng_Khách hàng chưa xong hạ tầng_Thoái trả phiếu do khách hàng báo của hàng đã có kênh Internet rồi không làm dịch chuyển nữa, đã báo Vy kiểm tra",Đã mail cảnh báo lần 2 - 08/07/2026 15:14,,,,
03/07/2026 14:59,51456,,Fiber,Đăng Văn Minh,Đã hoàn công,07/07/2026 14:38,Đã chuyển yêu cầu đến VTT,,,,,
03/07/2026 15:00,51455,,Fiber,Ngô Thị Minh Phương,Đã hoàn công,03/07/2026 15:30,"LH với đơn vị để thực hiện kt để khảo sát         0913292107 báo cơ bản đáp ứng , còn kh  chưa nói cụ thể lắp ngày nào vào chõ nào",,,,,
03/07/2026 15:00,VNP-LD/00075065,fbr00haqh,Fiber,Ngô Thị Minh Phương,Đã hoàn công,06/07/2026 08:33,LH với đơn vị để thực hiện kt 0913532595 + 0913697385,,,,,
03/07/2026 15:07,NBH-LD/00341661,mnk0012uf,Metronet LT,Đào Anh Vũ,Đã hoàn công,06/07/2026 11:07,"Chuyển SOC/VTT thực hiện , SOC thoái trả do sai dịch vụ",,,,,
03/07/2026 15:07,VNP-LD/00074804,mnk001289,Metronet NT,Đào Anh Vũ,Đã hoàn công,09/07/2026 07:59,Chuyển SOC/VTT thực hiện,Đã mail cảnh báo lần 2 - 08/07/2026 15:14,,,,
03/07/2026 15:08,VNP-LD/00075049,mnk0012s9,Metronet LT,Đào Anh Vũ,Đang xử lý,,"Chuyển SOC/VTT thực hiện, Chờ đầu xa thi công",Đã mail cảnh báo lần 3 - 10/07/2026 15:14,,,,
03/07/2026 15:08,VNP-LD/00075059,mnk0012t3,Metronet LT,Đào Anh Vũ,Đã hoàn công,14/07/2026 10:07,"Chuyển SOC/VTT thực hiện, Chờ đầu xa thi công",Đã mail cảnh báo lần 3 - 10/07/2026 15:14,,,,
03/07/2026 15:08,VNP-LD/00075063,mnk0012tp,Metronet LT,Đào Anh Vũ,Đã hoàn công,14/07/2026 10:07,"Chuyển SOC/VTT thực hiện, Chờ đầu xa thi công",Đã mail cảnh báo lần 3 - 10/07/2026 15:14,,,,
03/07/2026 15:11,VNP-TL/00066886,MW000283512,Megawan NT,Nguyễn Duy Thành,Đã hoàn công,07/07/2026 09:47,đã báo các đơn vị,,,,,
03/07/2026 15:30,51462,,Fiber,Đăng Văn Minh,Đã hoàn công,07/07/2026 15:42,Đã chuyển yêu cầu đến VTT,,,,,
03/07/2026 15:30,51461,,Fiber,Đăng Văn Minh,Đã hoàn công,07/07/2026 15:38,Đã chuyển yêu cầu đến VTT,,,,,
03/07/2026 15:31,51463,,Fiber,Ngô Thị Minh Phương,Đã hoàn công,03/07/2026 17:49,LH với đơn vị để thực hiện  	0917131075,,,,,
03/07/2026 15:31,51460,,Fiber,Ngô Thị Minh Phương,Đã hoàn công,03/07/2026 17:49, có đáp ứng ko ps ,,,,,
03/07/2026 15:31,51458,,Fiber,Ngô Thị Minh Phương,Đã hoàn công,03/07/2026 17:49,có đáp ứng ko ps ,,,,,
03/07/2026 15:31,51457,,Fiber,Ngô Thị Minh Phương,Đã hoàn công,03/07/2026 17:49,có đáp ứng ko ps ,,,,,
03/07/2026 15:39,51465,,Fiber,Đăng Văn Minh,Đã hoàn công,06/07/2026 14:10,Đã chuyển yêu cầu đến VTT,,,,,
03/07/2026 15:39,51464,,Fiber,Đăng Văn Minh,Đã hoàn công,07/07/2026 15:45,"KTV liên hệ: KH Thành SDT: 0983168001 không xác định được chính xác vị trí lắp đặt sân vận động rất rộng nên không khảo sát được, chị báo khách cung cấp đầu mối LHKH có mặt tại TNN để phối hợp khảo sát chị nhé, chi tiết liên hệ Mr Mr Tiến GĐ TTVT Đại Từng 0912559898",,,,,
03/07/2026 15:40,51466,,Fiber,Ngô Thị Minh Phương,Đã hoàn công,03/07/2026 17:49,có đáp ứng ko ps ,,,,,
06/07/2026 10:16,VNP-DC/00015856,MN001008883,Metronet LT,Đoàn Hải Hà,Đã hoàn công,06/07/2026 15:39,Báo SOC/VT triển khai,,,,,
06/07/2026 10:28,VNP-LD/00074898,qtk00078x,Kênh Thuê Riêng,Đào Anh Vũ,Đang xử lý,,"Kênh Cục BĐTƯ, VTT chờ BAN KHDN gửi công văn để cấp vật tư dây nhảy , sfp cấp cho khách hàng",Đã mail cảnh báo lần 3 - 13/07/2026 11:14,,,,
06/07/2026 10:28,VNP-LD/00074898,qtk00078x,Kênh Thuê Riêng,Đào Anh Vũ,Đang xử lý,,"Kênh Cục BĐTƯ, VTT chờ BAN KHDN gửi công văn để cấp vật tư dây nhảy , sfp cấp cho khách hàng",Đã mail cảnh báo lần 3 - 13/07/2026 11:14,,,,
06/07/2026 10:28,VNP-LD/00074901,qtk000797,Kênh Thuê Riêng,Đào Anh Vũ,Đang xử lý,,"Kênh Cục BĐTƯ, VTT chờ BAN KHDN gửi công văn để cấp vật tư dây nhảy , sfp cấp cho khách hàng",Đã mail cảnh báo lần 3 - 13/07/2026 11:14,,,,
06/07/2026 10:28,VNP-LD/00074901,qtk000797,Kênh Thuê Riêng,Đào Anh Vũ,Đang xử lý,,"Kênh Cục BĐTƯ, VTT chờ BAN KHDN gửi công văn để cấp vật tư dây nhảy , sfp cấp cho khách hàng",Đã mail cảnh báo lần 3 - 13/07/2026 11:14,,,,
06/07/2026 10:28,VNP-LD/00074902,qtk00079h,Kênh Thuê Riêng,Đào Anh Vũ,Đang xử lý,,"Kênh Cục BĐTƯ, VTT chờ BAN KHDN gửi công văn để cấp vật tư dây nhảy , sfp cấp cho khách hàng",Đã mail cảnh báo lần 3 - 13/07/2026 11:14,,,,
06/07/2026 10:28,VNP-LD/00074902,qtk00079h,Kênh Thuê Riêng,Đào Anh Vũ,Đang xử lý,,"Kênh Cục BĐTƯ, VTT chờ BAN KHDN gửi công văn để cấp vật tư dây nhảy , sfp cấp cho khách hàng",Đã mail cảnh báo lần 3 - 13/07/2026 11:14,,,,
06/07/2026 10:28,VNP-LD/00074903,qtk00079r,Kênh Thuê Riêng,Đào Anh Vũ,Đang xử lý,,"Kênh Cục BĐTƯ, VTT chờ BAN KHDN gửi công văn để cấp vật tư dây nhảy , sfp cấp cho khách hàng",Đã mail cảnh báo lần 3 - 13/07/2026 11:14,,,,
06/07/2026 10:28,VNP-LD/00074903,qtk00079r,Kênh Thuê Riêng,Đào Anh Vũ,Đang xử lý,,"Kênh Cục BĐTƯ, VTT chờ BAN KHDN gửi công văn để cấp vật tư dây nhảy , sfp cấp cho khách hàng",Đã mail cảnh báo lần 3 - 13/07/2026 11:14,,,,
06/07/2026 10:32,VNP-LD/00075081,fbr00hbov,Fiber,Ngô Thị Minh Phương,Đã hoàn công,07/07/2026 08:28,do hạ tầng nhà kh chưa có điên thoái trả : kt 0914338879 + 0914211558,,,,,
06/07/2026 10:32,VNP-LD/00075087,fbr00hbuo,Fiber,Ngô Thị Minh Phương,Đã hoàn công,07/07/2026 08:29,do hạ tầng nhà kh chưa có điên thoái trả   kt  0915612678 + 0912061979,,,,,
06/07/2026 10:32,VNP-LD/00075078,fbr00hbnz,Fiber,Ngô Thị Minh Phương,Đã hoàn công,07/07/2026 09:56,LH với đơn vị để thực hiện kt 0912978748	,,,,,
06/07/2026 10:32,VNP-LD/00075090,fbr00hbwn,Fiber,Ngô Thị Minh Phương,Đã hoàn công,07/07/2026 08:29,LH với đơn vị để thực hiện kt 0944904999  +0912497999,,,,,
06/07/2026 10:32,VNP-LD/00075091,fbr00hbx4,Fiber,Ngô Thị Minh Phương,Đã hoàn công,07/07/2026 16:27,"không có bể cáp ngầm, hạ tầng để lắp đặt thoái trả  0913268798 +         0913370456        ",,,,,
06/07/2026 10:32,VNP-LD/00074407,fbr00g4g7,Fiber,Ngô Thị Minh Phương,Đã hoàn công,07/07/2026 16:27,LH với đơn vị để thực hiện kt 0888706999 +0912280999,,,,,
06/07/2026 10:32,VNP-LD/00075094,fbr00hdu0,Fiber,Ngô Thị Minh Phương,Đã hoàn công,08/07/2026 15:11,LH với đơn vị để thực hiện kt 0944904999 + 0913697385 Không có hạ tầng của vnpt ko kéo được cáp trả phiếu ,Đã mail cảnh báo lần 1 - 08/07/2026 11:14,,,,
06/07/2026 11:20,VNP-LD/00075135,fbr00hiht,Fiber,Ngô Thị Minh Phương,Đã hoàn công,08/07/2026 16:23,LH với đơn vị để thực hiện kt 0942098989  hạ tầng kh  chưa xong trả phiếu ,Đã mail cảnh báo lần 1 - 08/07/2026 12:14,,,,
06/07/2026 11:20,VNP-LD/00075134,fbr00hife,Fiber,Ngô Thị Minh Phương,Đã hoàn công,07/07/2026 16:55,thoái trả Đẩy nhầm địa bàn lên P Kinh Bắc. Địa chỉ khách hàng ở Quế Võ  kt 0942098989,,,,,
06/07/2026 11:20,VNP-LD/00075132,fbr00hidv,Fiber,Ngô Thị Minh Phương,Đã hoàn công,07/07/2026 08:30,LH với đơn vị để thực hiện ,,,,,
06/07/2026 11:24,VNP-KP/00001030,vcm5803,Fiber,Đăng Văn Minh,Đã hoàn công,13/07/2026 08:17,KTV Thắng 0916161951 báo đã khôi phục xong cho khách hàng nhưng đang xử lý lỗi chưa hoàn công phiếu được,Đã mail cảnh báo lần 2 - 09/07/2026 12:14,,,,
06/07/2026 11:24,VNP-LD/00072675,vcm2can,Fiber,Đăng Văn Minh,Đã hoàn công,06/07/2026 14:37,Đã chuyển yêu cầu đến VTT,,,,,
06/07/2026 11:24,VNP-LD/00075105,tstng0450,Fiber,Đăng Văn Minh,Đã hoàn công,07/07/2026 12:29,Đã chuyển yêu cầu đến VTT,,,,,
06/07/2026 11:24,VNP-LD/00075105,tramsactng10257,Fiber,Đăng Văn Minh,Đã hoàn công,07/07/2026 12:28,Đã chuyển yêu cầu đến VTT,,,,,
06/07/2026 11:24,VNP-LD/00075089,fbr00hbw4,Fiber,Đăng Văn Minh,Đã hoàn công,06/07/2026 16:54,Đã chuyển yêu cầu đến VTT,,,,,
06/07/2026 11:24,VNP-TL/00066888,km28cm,Fiber,Đăng Văn Minh,Đã hoàn công,06/07/2026 15:55,Đã chuyển yêu cầu đến VTT,,,,,
06/07/2026 11:24,VNP-DC/00015857,tbhfib-tpo-002076,Fiber,Đăng Văn Minh,Đã hoàn công,06/07/2026 15:55,"Sai thông tin thuê bao_Sai địa chỉ lắp đặt_địa chỉ đúng là 32 Trần Phú, Phường Trần Hưng Đạo, Tỉnh Hưng Yên, đã báo AS Ngân",,,,,
06/07/2026 11:24,VNP-LD/00075084,fbr00hbq9,Fiber,Đăng Văn Minh,Đã hoàn công,08/07/2026 14:24,Đã chuyển yêu cầu đến VTT,Đã mail cảnh báo lần 1 - 08/07/2026 12:14,,,,
06/07/2026 13:43,VNP-LD/00075148,vcm2cjh,Fiber,Lê Đức Vinh,Đã hoàn công,07/07/2026 13:49,Đã chuyển VTT,,,,,
06/07/2026 13:43,VNP-LD/00075148,vcm2cjf,Fiber,Lê Đức Vinh,Đã hoàn công,07/07/2026 17:02,Đã chuyển VTT,,,,,
06/07/2026 13:43,VNP-LD/00075148,vcm2cpd,Fiber,Lê Đức Vinh,Đã hoàn công,06/07/2026 16:41,VTT thoái trả sai địa chỉ lắp đặt đã báo AS,,,,,
06/07/2026 13:43,VNP-LD/00075148,vcm2clv,Fiber,Lê Đức Vinh,Đã hoàn công,07/07/2026 14:27,,,,,,
06/07/2026 13:43,VNP-LD/00075148,vcm2cji,Fiber,Lê Đức Vinh,Đã hoàn công,07/07/2026 09:41,Khách hàng chưa sửa xong nhà VTT thoái trả,,,,,
06/07/2026 13:44,VNP-DV/00013518,M171011,Megawan LT,Vũ Thế Ninh,Đã hoàn công,07/07/2026 08:47,SOC thoái trả vì phiếu lỗi k giao được tỉnh,,,,,
06/07/2026 13:44,VNP-DV/00013520,M171004,Megawan LT,Vũ Thế Ninh,Đã hoàn công,08/07/2026 08:50,Đã báo đơn vị thi công,,,,,
06/07/2026 13:44,VNP-DV/00013520,M171004,Megawan LT,Vũ Thế Ninh,Đã hoàn công,08/07/2026 08:50,Đã báo đơn vị thi công,,,,,
06/07/2026 13:44,VNP-TD/00096310,MW000021843,Megawan NT,Đoàn Hải Hà,Đã hoàn công,07/07/2026 08:02,VNPT CBG nâng cấp,,,,,
06/07/2026 13:45,VNP-TL/00066905,MW000017089,Megawan NT,Đoàn Hải Hà,Đang xử lý,,"Lỗi phiếu :  về HNI kênh trắng, sai dịch vụ, đã báo AS nhờ IT đỏi dịch vụ để map",Đã mail cảnh báo lần 3 - 13/07/2026 14:14,,,,
06/07/2026 13:46,VNP-TL/00066891,MW001052411,Megawan LT,Nguyễn Duy Thành,Đã hoàn công,06/07/2026 15:43,đã báo các đơn vị,,,,,
06/07/2026 13:47,QNH-LD/00412284,dia000ry0,Internet trực tiếp,Nguyễn Duy Thành,Đã hoàn công,08/07/2026 07:37,đã báo các đơn vị,,,,,
06/07/2026 13:48,VNP-LD/00075145,mnk001328,Metronet NT,Vũ Thế Ninh,Đang xử lý,,KH chưa xong hạ tầng,Đã mail cảnh báo lần 3 - 13/07/2026 14:14,,,,
06/07/2026 13:49,VNP-LD/00075136,mnk001312,Metronet NT,Vũ Thế Ninh,Đang xử lý,,KH chưa xong hạ tầng,Đã mail cảnh báo lần 3 - 13/07/2026 14:14,,,,
06/07/2026 13:49,VNP-LD/00075133,mnk00130s,Metronet NT,Vũ Thế Ninh,Đang xử lý,,KH chưa xong hạ tầng,Đã mail cảnh báo lần 3 - 13/07/2026 14:14,,,,
06/07/2026 13:49,VNP-LD/00075130,mnk001309,Metronet NT,Vũ Thế Ninh,Đang xử lý,,KH chưa xong hạ tầng,Đã mail cảnh báo lần 3 - 13/07/2026 14:14,,,,
06/07/2026 13:49,VNP-LD/00075126,mnk0012zx,Metronet NT,Vũ Thế Ninh,Đang xử lý,,KH chưa xong hạ tầng,Đã mail cảnh báo lần 3 - 13/07/2026 14:14,,,,
06/07/2026 13:49,VNP-LD/00075117,mnk0012zd,Metronet NT,Vũ Thế Ninh,Đang xử lý,,KH chưa xong hạ tầng,Đã mail cảnh báo lần 3 - 13/07/2026 14:14,,,,
06/07/2026 13:49,VNP-LD/00075116,mnk0012z3,Metronet NT,Vũ Thế Ninh,Đang xử lý,,KH chưa xong hạ tầng,Đã mail cảnh báo lần 3 - 13/07/2026 14:14,,,,
06/07/2026 13:49,VNP-LD/00075112,mnk0012yt,Metronet NT,Vũ Thế Ninh,Đang xử lý,,KH chưa xong hạ tầng,Đã mail cảnh báo lần 3 - 13/07/2026 14:14,,,,
06/07/2026 13:49,VNP-LD/00075111,mnk0012yj,Metronet NT,Vũ Thế Ninh,Đang xử lý,,KH chưa xong hạ tầng,Đã mail cảnh báo lần 3 - 13/07/2026 14:14,,,,
06/07/2026 13:51,VNP-LD/00075124,mnk0012zm,Metronet LT,Nguyễn Duy Thành,Đã hoàn công,08/07/2026 14:14,đã báo các đơn vị,,,,,
06/07/2026 13:51,51469,,Metronet LT,Vũ Thế Ninh,Đã hoàn công,06/07/2026 15:04,Đã báo đơn vị thi công,,,,,
